"","vsNonDiscretization","vsTrueLabel","X0.507985306645746","vsNonDiscretization.1","vsTrueLabel.1","X0.507985306645746.1","vsNonDiscretization.2","vsTrueLabel.2","X0.389253028665622"
"1",0.0837218955292045,0.087427886237245,0.507985306645746,0.124105010097452,0.104196084124359,0.507985306645746,0.368841128108357,0.667301501266962,0.389253028665622
"2",0.386274860951083,0.484718448916695,0.507985306645746,0.390359204395461,0.627145585289247,0.507985306645746,0.372684407358567,0.672225414003942,0.389253028665622
"3",0.410300737159165,0.556974335209719,0.507985306645746,0.383496285758531,0.622735057976764,0.507985306645746,0.319062623355788,0.666308803638971,0.389253028665622
"4",0.419957301709714,0.577188854394955,0.507985306645746,0.371020080238905,0.605724126201752,0.507985306645746,0.363089290522372,0.666841100107958,0.389253028665622
