"","discretized.vsNoDiscretization","discretized.vsTrueLabel","noDiscretizeVsTrueLabel","discretized.vsNoDiscretization.1","discretized.vsTrueLabel.1","noDiscretizeVsTrueLabel.1","discretized.vsNoDiscretization.2","discretized.vsTrueLabel.2","noDiscretizeVsTrueLabel.2"
"3","0.01682","-0.03348",0.0276472601889581," 0.0354"," 0.1300",0.50463352988681,"0.168","0.357",0.50463352988681
"4","0.00827"," 0.00989",0.0276472601889581,"-0.0322"," 0.0190",0.50463352988681,"0.187","0.313",0.50463352988681
"5","0.00875","-0.05765",0.0276472601889581,"-0.0735","-0.0935",0.50463352988681,"0.117","0.228",0.50463352988681
