"","discretizationZScore.eVsNoDiscretize","discretizationZScore.hvsNoDiscretize","discretizationZScore.evsTrueLabel","discretizationZScore.hvsTrueLabel","discretizationFloor.eVsNoDiscretize","discretizationFloor.hvsNoDiscretize","discretizationFloor.evsTrueLabel","discretizationFloor.hvsTrueLabel","discretizationQuantile.eVsNoDiscretize","discretizationQuantile.hvsNoDiscretize","discretizationQuantile.evsTrueLabel","discretizationQuantile.hvsTrueLabel"
"3",0.253133798805527,0.0782293005565514,0.344571914411375,0.126089552481886,0.120210196011146,0.0157633901707371,0.278464359942064,0.0613211558263976,0.180827110801373,0.0395220007787968,0.351767340408175,0.0914885349940291
"4",0.284173542347028,0.0270045725359394,0.372308894511226,0.0475781913186756,0.106154385787303,0.00949034846378117,0.294834384539492,0.0251105505182387,0.110260978379926,0.0542232442640111,0.299782302685138,0.0738084255686465
"5",0.304128961706473,0.0210075066583808,0.542636140155928,0.0431643043032394,0.207334802620577,0.0153605334989578,0.398326636098436,0.0265051976849329,0.235886618006454,0.0383763465352454,0.485729616966546,0.0602805356585821
